filename, Word, Count
Clinton_1999.txt,b'winning',1
Clinton_1999.txt,b'go',5
Clinton_1999.txt,b'initiative',4
Clinton_1999.txt,b'juveniles',1
Clinton_1999.txt,b'something',3
Clinton_1999.txt,b'allies',3
Clinton_1999.txt,b'III',1
Clinton_1999.txt,b'beginning',3
Clinton_1999.txt,b'secure',3
Clinton_1999.txt,b'Northern',2
Clinton_1999.txt,b'wondered',1
Clinton_1999.txt,b'know',16
Clinton_1999.txt,b'showing',1
Clinton_1999.txt,b'Pakistan',1
Clinton_1999.txt,b'loans',1
Clinton_1999.txt,b'abusive',1
Clinton_1999.txt,b'use',3
Clinton_1999.txt,b'problem',4
Clinton_1999.txt,b'capacity',1
Clinton_1999.txt,b'Representatives',1
Clinton_1999.txt,b'Stability',1
Clinton_1999.txt,b'throughout',1
Clinton_1999.txt,b'Jeffords',1
Clinton_1999.txt,b'doors',1
Clinton_1999.txt,b'do',34
Clinton_1999.txt,b'Mayflower',1
Clinton_1999.txt,b'innovation',1
Clinton_1999.txt,b'political',1
Clinton_1999.txt,b'Private',3
Clinton_1999.txt,b'computing',1
Clinton_1999.txt,b'honor',5
Clinton_1999.txt,b'Century',3
Clinton_1999.txt,b'85',1
Clinton_1999.txt,b'tools',2
Clinton_1999.txt,b'taking',2
Clinton_1999.txt,b'journey',2
Clinton_1999.txt,b'taxpayers',2
Clinton_1999.txt,b'June',1
Clinton_1999.txt,b'troubled',1
Clinton_1999.txt,b'Because',2
Clinton_1999.txt,b'guarantee',2
Clinton_1999.txt,b'knows',3
Clinton_1999.txt,b'deepen',1
Clinton_1999.txt,b'Shes',1
Clinton_1999.txt,b'library',1
Clinton_1999.txt,b'agriculture',1
Clinton_1999.txt,b'commission',1
Clinton_1999.txt,b'disrupting',1
Clinton_1999.txt,b'Overseas',2
Clinton_1999.txt,b'Were',1
Clinton_1999.txt,b'safer',2
Clinton_1999.txt,b'Street',1
Clinton_1999.txt,b'advocating',1
Clinton_1999.txt,b'helping',1
Clinton_1999.txt,b'Heres',1
Clinton_1999.txt,b'deeply',1
Clinton_1999.txt,b'Kenya',1
Clinton_1999.txt,b'farm',4
Clinton_1999.txt,b'applaud',2
Clinton_1999.txt,b'task',1
Clinton_1999.txt,b'rights',2
Clinton_1999.txt,b'Medicaid',1
Clinton_1999.txt,b'discrimination',2
Clinton_1999.txt,b'veteran',1
Clinton_1999.txt,b'depends',1
Clinton_1999.txt,b'press',1
Clinton_1999.txt,b'burdens',1
Clinton_1999.txt,b'threats',2
Clinton_1999.txt,b'complacency',1
Clinton_1999.txt,b'charter',1
Clinton_1999.txt,b'as',27
Clinton_1999.txt,b'upon',1
Clinton_1999.txt,b'funds',2
Clinton_1999.txt,b'after',3
Clinton_1999.txt,b'finish',1
Clinton_1999.txt,b'justice',1
Clinton_1999.txt,b'authority',3
Clinton_1999.txt,b'private',6
Clinton_1999.txt,b'interest',1
Clinton_1999.txt,b'treaty',1
Clinton_1999.txt,b'achievements',1
Clinton_1999.txt,b'evidence',1
Clinton_1999.txt,b'every',25
Clinton_1999.txt,b'find',2
Clinton_1999.txt,b'has',24
Clinton_1999.txt,b'divides',1
Clinton_1999.txt,b'found',2
Clinton_1999.txt,b'held',3
Clinton_1999.txt,b'special',2
Clinton_1999.txt,b'today',8
Clinton_1999.txt,b'violence',3
Clinton_1999.txt,b'important',2
Clinton_1999.txt,b'sets',1
Clinton_1999.txt,b'job',4
Clinton_1999.txt,b'leaving',1
Clinton_1999.txt,b'try',1
Clinton_1999.txt,b'free',2
Clinton_1999.txt,b'protect',3
Clinton_1999.txt,b'overcrowded',1
Clinton_1999.txt,b'coasts',1
Clinton_1999.txt,b'word',1
Clinton_1999.txt,b'East',2
Clinton_1999.txt,b'harder',1
Clinton_1999.txt,b'twothirds',1
Clinton_1999.txt,b'Lets',2
Clinton_1999.txt,b'be',30
Clinton_1999.txt,b'opened',2
Clinton_1999.txt,b'month',1
Clinton_1999.txt,b'Central',1
Clinton_1999.txt,b'Sammy',1
Clinton_1999.txt,b'classroom',1
